scenario,mutation,epimutation,back_epimutation,w11,w22,w33,w44,w12,w13,w14,w23,w24,w34,num_equil,p1_equil,p2_equil,p3_equil,eigen1,eigen2,eigen3,determinant
1a,1.00E-07,0.102977551,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.083023425,0,-0.120448032,-0.119106583,-0.008421963,-0.000120823
1a,1.00E-07,2.68E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.997319499,0,-0.010026977,-0.009973412,-1.73E-07,-1.73E-11
1a,1.00E-07,0.001264407,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.875770603,0,-0.011418615,-0.009246043,-0.000155964,-1.65E-08
1a,1.00E-07,0.001107447,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.890734596,0,-0.011226789,-0.009282805,-0.000120681,-1.26E-08
1a,1.00E-07,0.099857205,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.085238414,0,-0.117318096,-0.115939242,-0.008381666,-0.000114006
1a,1.00E-07,1.64E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.998362586,0,-0.010016501,-0.009983707,-1.27E-07,-1.27E-11
1a,1.00E-07,0.001034748,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.897728763,0,-0.011139322,-0.009305292,-0.000105739,-1.10E-08
1a,1.00E-07,0.001503622,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.853369408,0,-0.011718355,-0.009220539,-0.00021723,-2.35E-08
1a,1.00E-07,0.043855216,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.165382214,0,-0.060466094,-0.057864406,-0.006987167,-2.44E-05
1a,1.00E-07,3.44E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.996557915,0,-0.01003464,-0.009965937,-2.20E-07,-2.20E-11
1a,1.00E-07,0.018879248,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.296669672,0,-0.033707623,-0.029654574,-0.004971959,-4.97E-06
1a,1.00E-07,0.001014359,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.899697025,0,-0.011114953,-0.009312223,-0.000101713,-1.05E-08
1a,1.00E-07,0.013145736,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.369681303,0,-0.027050426,-0.022488556,-0.003997207,-2.43E-06
1a,1.00E-07,0.000136037,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.986398895,0,-0.010137986,-0.009869602,-1.97E-06,-1.97E-10
1a,1.00E-07,0.019644331,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.289264748,0,-0.034570506,-0.030580999,-0.005076667,-5.37E-06
1a,1.00E-07,0.324794614,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.029319844,0,-0.341066035,-0.340690651,-0.009427746,-0.001095485
1a,1.00E-07,7.46E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.992540395,0,-0.010075257,-0.009927089,-6.62E-07,-6.62E-11
1a,1.00E-07,0.00021694,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.97831656,0,-0.01022174,-0.009797472,-4.85E-06,-4.86E-10
1a,1.00E-07,4.61E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.995391989,0,-0.010046393,-0.009954562,-3.14E-07,-3.15E-11
1a,1.00E-07,0.001910177,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.81661131,0,-0.012245828,-0.009258392,-0.000339696,-3.85E-08
1a,1.00E-07,0.0030628,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.723303806,0,-0.013825549,-0.009841289,-0.000772844,-1.05E-07
1a,1.00E-07,2.83E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.997165191,0,-0.010028529,-0.009971895,-1.81E-07,-1.81E-11
1a,1.00E-07,0.000276479,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.972374025,0,-0.010284209,-0.009747011,-7.81E-06,-7.83E-10
1a,1.00E-07,1.42E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.998576886,0,-0.010014351,-0.00998583,-1.20E-07,-1.20E-11
1a,1.00E-07,0.205115695,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.044988199,0,-0.222280613,-0.221611643,-0.009128603,-0.000449675
1a,1.00E-07,0.016739622,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.319830654,0,-0.031266646,-0.027029029,-0.004651398,-3.93E-06
1a,1.00E-07,0.005035593,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.602113584,0,-0.016608262,-0.011856287,-0.001596674,-3.14E-07
1a,1.00E-07,0.249914762,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.0374846,0,-0.266776324,-0.266246748,-0.009271278,-0.000658523
1a,1.00E-07,0.000637118,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.936563522,0,-0.010677432,-0.009489948,-4.07E-05,-4.13E-09
1a,1.00E-07,0.011187641,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.405323868,0,-0.024671728,-0.019939247,-0.003559503,-1.75E-06
1a,1.00E-07,0.001872566,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.819935714,0,-0.012196178,-0.00925077,-0.000327499,-3.69E-08
1a,1.00E-07,0.000889066,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.911852124,0,-0.01096679,-0.00936083,-7.86E-05,-8.07E-09
1a,1.00E-07,3.98E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.996021618,0,-0.010040043,-0.009960695,-2.60E-07,-2.60E-11
1a,1.00E-07,1.93E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.998067879,0,-0.010019459,-0.009980792,-1.38E-07,-1.38E-11
1a,1.00E-07,4.49E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.995507514,0,-0.010045228,-0.009955686,-3.04E-07,-3.04E-11
1a,1.00E-07,0.054080006,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.140831527,0,-0.071006927,-0.0687528,-0.007401182,-3.61E-05
1a,1.00E-07,0.004928237,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.607611676,0,-0.01645798,-0.011727946,-0.001552923,-3.00E-07
1a,1.00E-07,0.034028671,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.199282839,0,-0.050180035,-0.047137778,-0.00643467,-1.52E-05
1a,1.00E-07,0.000132346,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.986767815,0,-0.010134196,-0.00987299,-1.87E-06,-1.87E-10
1a,1.00E-07,0.060828119,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.128362249,0,-0.077904624,-0.075836176,-0.00761592,-4.50E-05
1a,1.00E-07,2.79E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.997208149,0,-0.010028097,-0.009972317,-1.79E-07,-1.79E-11
1a,1.00E-07,0.190314462,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.04817741,0,-0.207566261,-0.206838716,-0.009068289,-0.000389326
1a,1.00E-07,0.008005974,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.48465439,0,-0.02063336,-0.015704844,-0.00267556,-8.67E-07
1a,1.00E-07,0.114138373,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.075971867,0,-0.131627771,-0.13040669,-0.008550878,-0.000146777
1a,1.00E-07,0.001244703,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.877638276,0,-0.011394316,-0.009249778,-0.000151313,-1.59E-08
1a,1.00E-07,0.037415701,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.186053328,0,-0.05374813,-0.050872365,-0.006647626,-1.82E-05
1a,1.00E-07,0.027481697,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.231540283,0,-0.043189128,-0.039770134,-0.005929683,-1.02E-05
1a,1.00E-07,0.005435309,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.582576762,0,-0.01716522,-0.012345182,-0.001757029,-3.72E-07
1a,1.00E-07,0.000905849,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.910218224,0,-0.010986476,-0.009353718,-8.15E-05,-8.38E-09
1a,1.00E-07,0.009978098,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.431686696,0,-0.023165048,-0.018339274,-0.003251915,-1.38E-06
1a,1.00E-07,0.2732185,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.034494072,0,-0.289904981,-0.289431578,-0.00932844,-0.000782728
1a,1.00E-07,3.13E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.996871468,0,-0.010031484,-0.009969011,-1.99E-07,-1.99E-11
1a,1.00E-07,2.04E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.997955658,0,-0.010020585,-0.009979683,-1.42E-07,-1.42E-11
1a,1.00E-07,0.018916214,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.296302204,0,-0.033749427,-0.029699479,-0.00497713,-4.99E-06
1a,1.00E-07,0.000942806,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.906626437,0,-0.011030001,-0.009338713,-8.82E-05,-9.08E-09
1a,1.00E-07,4.19E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.995807027,0,-0.010042206,-0.009958602,-2.78E-07,-2.78E-11
1a,1.00E-07,2.16E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.997844822,0,-0.010021698,-0.009978589,-1.47E-07,-1.47E-11
1a,1.00E-07,0.082027031,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.100618224,0,-0.099385674,-0.097752446,-0.008104463,-7.87E-05
1a,1.00E-07,0.206212993,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.044768557,0,-0.223371157,-0.222706235,-0.009132764,-0.00045432
1a,1.00E-07,1.83E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.998174546,0,-0.010018388,-0.009981846,-1.34E-07,-1.34E-11
1a,1.00E-07,0.129837766,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.067878941,0,-0.147321196,-0.146240676,-0.008700006,-0.000187436
1a,1.00E-07,0.015744879,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.33205193,0,-0.030115871,-0.025789531,-0.004486493,-3.48E-06
1a,1.00E-07,0.041540649,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.17223575,0,-0.058060055,-0.055365615,-0.006873674,-2.21E-05
1a,1.00E-07,0.020431273,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.282062853,0,-0.03545319,-0.031527589,-0.005179535,-5.79E-06
1a,1.00E-07,0.031600618,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.210068488,0,-0.047603622,-0.044430785,-0.006263568,-1.32E-05
1a,1.00E-07,0.478250933,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.020277191,0,-0.493165063,-0.492963507,-0.009602522,-0.002334492
1a,1.00E-07,0.07248678,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.111425052,0,-0.089746524,-0.087940148,-0.007912404,-6.24E-05
1a,1.00E-07,0.000100746,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.989926398,0,-0.010101861,-0.009902339,-1.13E-06,-1.13E-10
1a,1.00E-07,0.000474574,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.952655084,0,-0.010497079,-0.009595384,-2.27E-05,-2.29E-09
1a,1.00E-07,0.031576283,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.21018289,0,-0.047577711,-0.044403514,-0.006261766,-1.32E-05
1a,1.00E-07,2.48E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.997523826,0,-0.010024923,-0.009975424,-1.62E-07,-1.62E-11
1a,1.00E-07,0.000873777,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.913341988,0,-0.010948901,-0.00936747,-7.59E-05,-7.79E-09
1a,1.00E-07,0.000709721,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.92941015,0,-0.010759612,-0.009448447,-5.04E-05,-5.13E-09
1a,1.00E-07,0.234969836,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.039692293,0,-0.251938176,-0.251367358,-0.009229189,-0.000584476
1a,1.00E-07,3.48E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.996524067,0,-0.010034981,-0.009965606,-2.22E-07,-2.22E-11
1a,1.00E-07,0.002567561,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.761291432,0,-0.013135674,-0.009514634,-0.000575342,-7.19E-08
1a,1.00E-07,0.004825946,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.612954015,0,-0.016314537,-0.011606996,-0.001510991,-2.86E-07
1a,1.00E-07,6.82E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.993184546,0,-0.010068722,-0.009933252,-5.69E-07,-5.69E-11
1a,1.00E-07,0.112385095,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.076998379,0,-0.129872963,-0.128634238,-0.008532052,-0.000142537
1a,1.00E-07,3.65E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.996350785,0,-0.010036726,-0.009963911,-2.35E-07,-2.35E-11
1a,1.00E-07,0.397649691,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.024195926,0,-0.413292809,-0.413015529,-0.009526589,-0.001626154
1a,1.00E-07,0.000182064,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.98179979,0,-0.010185476,-0.009828065,-3.45E-06,-3.45E-10
1a,1.00E-07,0.011571305,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.397721655,0,-0.025143312,-0.020442932,-0.003650756,-1.88E-06
1a,1.00E-07,0.125258725,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.070053948,0,-0.142747228,-0.141628678,-0.008659804,-0.000175076
1a,1.00E-07,0.00028107,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.971916057,0,-0.010289054,-0.009743213,-8.07E-06,-8.09E-10
1a,1.00E-07,0.036105496,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.190945213,0,-0.052371143,-0.049433003,-0.006568485,-1.70E-05
1a,1.00E-07,0.00011013,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.988988388,0,-0.010111442,-0.00989356,-1.32E-06,-1.33E-10
1a,1.00E-07,0.001480853,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.855478839,0,-0.01168946,-0.009221404,-0.000211029,-2.27E-08
1a,1.00E-07,0.000251778,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.974838656,0,-0.010258208,-0.009767674,-6.49E-06,-6.51E-10
1a,1.00E-07,0.000372561,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.962797928,0,-0.010386495,-0.009670323,-1.41E-05,-1.41E-09
1a,1.00E-07,0.047669068,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.155248392,0,-0.064413005,-0.061951881,-0.007156648,-2.86E-05
1a,1.00E-07,0.000239191,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.976094996,0,-0.010245004,-0.009778352,-5.87E-06,-5.88E-10
1a,1.00E-07,0.001541115,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.849907119,0,-0.011766092,-0.009219822,-0.000227602,-2.47E-08
1a,1.00E-07,0.176826551,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.051506692,0,-0.19414963,-0.193361363,-0.009005533,-0.000338077
1a,1.00E-07,0.488645778,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.019862392,0,-0.50346413,-0.503270625,-0.009610576,-0.002435115
1a,1.00E-07,0.000367597,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.963292161,0,-0.010381167,-0.009674141,-1.37E-05,-1.38E-09
1a,1.00E-07,0.00044722,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.955371954,0,-0.010467227,-0.009614819,-2.02E-05,-2.03E-09
1a,1.00E-07,9.46E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.990543319,0,-0.01009557,-0.009908143,-1.00E-06,-1.00E-10
1a,1.00E-07,1.96E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.998041386,0,-0.010019725,-0.00998053,-1.39E-07,-1.39E-11
1a,1.00E-07,0.009129549,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.452735188,0,-0.022088067,-0.017207915,-0.003016215,-1.15E-06
1a,1.00E-07,0.002168729,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.794211053,0,-0.012591212,-0.009332264,-0.000427686,-5.03E-08
1a,1.00E-07,2.91E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.997088718,0,-0.010029298,-0.009971143,-1.86E-07,-1.86E-11
1a,1.00E-07,0.003571677,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.68761362,0,-0.014543151,-0.010270954,-0.000984839,-1.47E-07
1a,1.00E-07,0.005708688,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.570011702,0,-0.017543599,-0.012687952,-0.001864194,-4.15E-07
1a,1.00E-07,0.001241551,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.877937343,0,-0.011390434,-0.009250399,-0.000150575,-1.59E-08
1a,1.00E-07,0.000492594,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.950866644,0,-0.010516822,-0.009582847,-2.45E-05,-2.47E-09
1a,1.00E-07,0.024986304,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.247026887,0,-0.040481523,-0.036896402,-0.005694443,-8.51E-06
1a,1.00E-07,4.92E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.995080334,0,-0.01004954,-0.009951536,-3.44E-07,-3.45E-11
1a,1.00E-07,0.004626745,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.623657134,0,-0.016034551,-0.011375551,-0.001428702,-2.61E-07
1a,1.00E-07,0.000146319,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.985371285,0,-0.010148559,-0.009860208,-2.26E-06,-2.26E-10
1a,1.00E-07,0.001945635,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.813492189,0,-0.012292781,-0.009266319,-0.000351342,-4.00E-08
1a,1.00E-07,0.370569853,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.02587652,0,-0.386450831,-0.38614126,-0.009494114,-0.001416756
1a,1.00E-07,0.000322143,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.967820452,0,-0.010332595,-0.00970983,-1.06E-05,-1.06E-09
1a,1.00E-07,0.000487319,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.951390039,0,-0.010511036,-0.009586495,-2.40E-05,-2.42E-09
1a,1.00E-07,0.029211351,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.221974194,0,-0.045050381,-0.041738784,-0.006077326,-1.14E-05
1a,1.00E-07,0.164193503,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.055073686,0,-0.181575018,-0.180722179,-0.008938531,-0.000293315
1a,1.00E-07,0.000577728,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.942431701,0,-0.010610948,-0.009526471,-3.36E-05,-3.39E-09
1a,1.00E-07,0.058633206,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.132161331,0,-0.075665197,-0.073539524,-0.007550177,-4.20E-05
1a,1.00E-07,0.362888922,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.026396617,0,-0.378836528,-0.378516986,-0.009484075,-0.001359979
1a,1.00E-07,7.37E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.992627726,0,-0.01007437,-0.009927923,-6.49E-07,-6.49E-11
1a,1.00E-07,3.38E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.996622782,0,-0.010033987,-0.009966573,-2.15E-07,-2.15E-11
1a,1.00E-07,0.433795225,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.022266028,0,-0.449114782,-0.448874719,-0.009563948,-0.001928056
1a,1.00E-07,0.003210138,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.712625555,0,-0.014032715,-0.009956891,-0.000833587,-1.16E-07
1a,1.00E-07,0.000333719,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.96666685,0,-0.010344926,-0.009700616,-1.13E-05,-1.14E-09
1a,1.00E-07,2.06E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.997935416,0,-0.010020789,-0.009979483,-1.43E-07,-1.43E-11
1a,1.00E-07,0.032728426,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.204908116,0,-0.048802461,-0.045691522,-0.006345149,-1.41E-05
1a,1.00E-07,0.006959973,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.519575071,0,-0.019246597,-0.014312292,-0.002326072,-6.41E-07
1a,1.00E-07,0.000947372,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.906183235,0,-0.011035396,-0.009336921,-8.90E-05,-9.17E-09
1a,1.00E-07,2.32E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.997683375,0,-0.01002332,-0.009976996,-1.54E-07,-1.54E-11
1a,1.00E-07,0.000182877,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.981718551,0,-0.010186319,-0.009827343,-3.48E-06,-3.48E-10
1a,1.00E-07,0.000100111,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.989989924,0,-0.010101213,-0.009902936,-1.11E-06,-1.11E-10
1a,1.00E-07,0.003843318,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.669902943,0,-0.014927635,-0.010531727,-0.001099537,-1.73E-07
1a,1.00E-07,0.000388932,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.961168327,0,-0.010404105,-0.009657845,-1.53E-05,-1.54E-09
1a,1.00E-07,0.000522318,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.947918689,0,-0.010549528,-0.009562626,-2.75E-05,-2.77E-09
1a,1.00E-07,0.181284273,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.050356366,0,-0.198584724,-0.197817388,-0.009027192,-0.00035462
1a,1.00E-07,0.071229259,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.11302904,0,-0.088472938,-0.086641257,-0.007884089,-6.04E-05
1a,1.00E-07,0.000252694,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.974747333,0,-0.010259169,-0.009766901,-6.54E-06,-6.55E-10
1a,1.00E-07,0.296260472,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.031972842,0,-0.312765535,-0.312339762,-0.009376765,-0.000916008
1a,1.00E-07,1.27E-05,0.01,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,0,0.998727263,0,-0.010012844,-0.009987322,-1.16E-07,-1.16E-11
