scenario,mutation,epimutation,back_epimutation,w11,w22,w33,w44,w12,w13,w14,w23,w24,w34,num_equil,p1_equil,p2_equil,p3_equil,eigen1,eigen2,eigen3,determinant
2a-symmetric,1.00E-07,0.000184342,0.01,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.981899155,2.83E-07,-0.010184345,-0.001459955,0.001275397,1.90E-08
2a-symmetric,1.00E-07,5.79E-05,0.01,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.994247889,5.57E-08,-0.010057854,-0.000794021,0.000735964,5.88E-09
2a-symmetric,1.00E-07,2.24E-05,0.01,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,3.68E-08,0.997764532,1.98E-06,-0.010022404,-0.00048698,0.000464295,2.27E-09
2a-symmetric,1.00E-07,0.018055653,0.01,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.330996278,1.21E-05,0.668969516,-0.031303624,-0.030210378,-0.002217094,-2.10E-06
2a-symmetric,1.00E-07,0.01120138,0.01,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,1.39E-05,0.471651423,2.00E-05,-0.021201577,-0.017622438,0.006419848,2.40E-06
2a-symmetric,1.00E-07,0.00012096,0.01,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,2.03E-08,0.988046534,2.04E-06,-0.01012098,-0.001167642,0.001046378,1.24E-08
2a-symmetric,1.00E-07,0.008559065,0.01,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,2.52E-06,0.538817562,2.48E-06,-0.018559089,-0.014515371,0.00595598,1.60E-06
2a-symmetric,1.00E-07,0.013291713,0.01,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,2.21E-06,0.429334706,3.73E-06,-0.023291749,-0.020003672,0.00671157,3.13E-06
2a-symmetric,1.00E-07,0.000245617,0.01,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.976027021,1.12E-07,-0.010245618,-0.001702804,0.00145698,2.54E-08
2a-symmetric,1.00E-07,0.055027946,0.01,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.150891678,9.65E-05,0.848480455,-0.067215064,-0.066230235,-0.001289659,-5.74E-06
2a-symmetric,1.00E-07,6.04E-05,0.01,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.993996614,2.69E-07,-0.010060396,-0.000811936,0.000751328,6.14E-09
2a-symmetric,1.00E-07,0.000396581,0.01,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.961853925,8.09E-07,-0.010396589,-0.002209674,0.001812852,4.16E-08
2a-symmetric,1.00E-07,0.367896326,0.01,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.026112663,0.000333414,0.961287757,-0.378279773,-0.378127836,-0.000485366,-6.94E-05
2a-symmetric,1.00E-07,0.000331377,0.01,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.967924074,1.14E-06,-0.010331389,-0.002002851,0.001671215,3.46E-08
2a-symmetric,1.00E-07,0.015473116,0.01,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,3.05E-06,0.392567319,5.68E-06,-0.025473172,-0.022438725,0.006965122,3.98E-06
2a-symmetric,1.00E-07,0.010527865,0.01,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,4.84E-06,0.487137208,6.49E-06,-0.020527929,-0.01684217,0.006313776,2.18E-06
2a-symmetric,1.00E-07,0.007340616,0.01,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,3.62E-07,0.576680424,2.47E-07,-0.017340619,-0.013030903,0.005690073,1.29E-06
2a-symmetric,1.00E-07,3.66E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,6.50E-07,0.999617298,1.63E-05,-0.100036739,-0.090950444,3.80E-06,3.46E-08
2a-symmetric,1.00E-07,1.84E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,6.85E-07,0.999805968,9.61E-06,-0.100018465,-0.090929964,1.84E-06,1.68E-08
2a-symmetric,1.00E-07,1.37E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,3.47E-07,0.999859225,3.73E-06,-0.100013706,-0.09092452,1.38E-06,1.26E-08
2a-symmetric,1.00E-07,0.051994429,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.0001169,0.65780667,5.36E-05,-0.151994888,-0.146489839,0.003583575,7.98E-05
2a-symmetric,1.00E-07,1.21E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,7.16E-07,0.999871913,6.83E-06,-0.100012117,-0.090922837,1.17E-06,1.06E-08
2a-symmetric,1.00E-07,4.47E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,5.65E-07,0.999536123,1.67E-05,-0.100044837,-0.090959452,4.69E-06,4.27E-08
2a-symmetric,1.00E-07,1.10E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,2.07E-07,0.999888168,1.81E-06,-0.100010999,-0.090921461,1.10E-06,1.00E-08
2a-symmetric,1.00E-07,0.346513411,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.222287843,0.001182067,0.77243407,-0.44816224,-0.447486832,-0.001781136,-0.000357201
2a-symmetric,1.00E-07,9.37E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,1.11E-07,0.999057271,6.59E-06,-0.100093751,-0.091013523,1.02E-05,9.32E-08
2a-symmetric,1.00E-07,0.470467016,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.174212464,0.000888295,0.820720108,-0.571582339,-0.571099228,-0.001498774,-0.000489245
2a-symmetric,1.00E-07,1.23E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999877149,0,-0.100012287,-0.090922844,1.26E-06,1.15E-08
2a-symmetric,1.00E-07,1.36E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,2.36E-07,0.999861082,2.53E-06,-0.10001364,-0.090924415,1.39E-06,1.26E-08
2a-symmetric,1.00E-07,0.000402532,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.99599077,4.79E-08,-0.100402533,-0.091356233,4.44E-05,4.07E-07
2a-symmetric,1.00E-07,0.447974707,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.181380499,0.000881589,0.813788616,-0.549177739,-0.548659928,-0.001540785,-0.000464257
2a-symmetric,1.00E-07,0.000218592,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.997813355,5.51E-06,-0.100218642,-0.091152209,2.41E-05,2.20E-07
2a-symmetric,1.00E-07,8.96E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,1.75E-08,0.99910407,9.75E-07,-0.100089583,-0.091008743,9.83E-06,8.96E-08
2a-symmetric,1.00E-07,0.066336244,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,1.16E-05,0.60118041,7.45E-06,-0.166336306,-0.161397213,0.004151326,0.000111447
2a-symmetric,1.00E-07,6.87E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,2.60E-07,0.999301628,1.11E-05,-0.100068848,-0.090985979,7.42E-06,6.76E-08
2a-symmetric,1.00E-07,1.06E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999893609,0,-0.10001064,-0.090921014,1.08E-06,9.84E-09
2a-symmetric,1.00E-07,0.103147782,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.000353683,0.491895317,0.000371892,-0.203150774,-0.199290952,0.005216487,0.000211195
2a-symmetric,1.00E-07,0.097307142,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.000114484,0.506708632,0.000113195,-0.19730806,-0.193302954,0.005081218,0.000193799
2a-symmetric,1.00E-07,0.128172633,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.000148411,0.43811411,0.000195088,-0.228174153,-0.224842826,0.005751827,0.000295088
2a-symmetric,1.00E-07,0.233033455,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.297098864,0.001903605,0.696561492,-0.335231889,-0.334444478,-0.002133154,-0.000239162
2a-symmetric,1.00E-07,2.95E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,2.75E-07,0.999699296,5.76E-06,-0.100029528,-0.090942153,3.12E-06,2.83E-08
2a-symmetric,1.00E-07,2.02E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,9.75E-08,0.999796884,1.48E-06,-0.100020171,-0.090931643,2.12E-06,1.93E-08
2a-symmetric,1.00E-07,3.87E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,3.48E-07,0.999603935,9.12E-06,-0.100038758,-0.090952497,4.10E-06,3.73E-08
2a-symmetric,1.00E-07,1.70E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,5.34E-07,0.999822806,6.97E-06,-0.100017035,-0.090928305,1.71E-06,1.56E-08
2a-symmetric,1.00E-07,8.95E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,1.16E-07,0.999098827,6.49E-06,-0.100089596,-0.091008905,9.77E-06,8.90E-08
2a-symmetric,1.00E-07,0.048166567,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,7.26E-05,0.67484722,2.95E-05,-0.14816682,-0.14249079,0.00341353,7.21E-05
2a-symmetric,1.00E-07,0.153465686,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.000467901,0.394055594,0.000736387,-0.253471234,-0.250571393,0.006162366,0.000391388
2a-symmetric,1.00E-07,1.88E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999812294,0,-0.100018774,-0.090930052,1.99E-06,1.81E-08
2a-symmetric,1.00E-07,0.030635745,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,1.45E-05,0.765474875,1.68E-06,-0.13063576,-0.124039736,0.002494617,4.04E-05
2a-symmetric,1.00E-07,0.031477585,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,2.11E-05,0.760567747,2.80E-06,-0.131477609,-0.124931843,0.00254483,4.18E-05
2a-symmetric,1.00E-07,0.134942005,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.000362849,0.425268695,0.000502353,-0.234945885,-0.231740243,0.00586562,0.000319362
2a-symmetric,1.00E-07,0.095075601,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,4.51E-05,0.512576366,4.35E-05,-0.195075955,-0.191013225,0.005026294,0.00018729
2a-symmetric,1.00E-07,0.438711956,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.184818055,0.000567496,0.812124775,-0.539950658,-0.539416029,-0.001541966,-0.00044911
2a-symmetric,1.00E-07,0.02728813,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,5.89E-05,0.785570957,2.49E-06,-0.127288152,-0.120485013,0.002287459,3.51E-05
2a-symmetric,1.00E-07,0.000231667,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.99768805,6.40E-07,-0.100231673,-0.09116655,2.56E-05,2.34E-07
2a-symmetric,1.00E-07,0.354390294,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.218464653,0.001151963,0.776300939,-0.456001814,-0.455338263,-0.001760117,-0.000365462
2a-symmetric,1.00E-07,1.61E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999839184,0,-0.100016084,-0.090927063,1.69E-06,1.53E-08
2a-symmetric,1.00E-07,1.15E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999885483,0,-0.100011453,-0.090921917,1.17E-06,1.07E-08
2a-symmetric,1.00E-07,2.97E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,1.09E-07,0.9997005,2.31E-06,-0.100029738,-0.090942295,3.18E-06,2.89E-08
2a-symmetric,1.00E-07,0.035258788,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,1.40E-05,0.739311062,2.85E-06,-0.135258813,-0.128930367,0.00276215,4.82E-05
2a-symmetric,1.00E-07,3.21E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999679304,0,-0.10003208,-0.090944835,3.46E-06,3.15E-08
2a-symmetric,1.00E-07,0.113823116,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,4.92E-05,0.46762648,5.73E-05,-0.213823571,-0.21020281,0.005467728,0.000245754
2a-symmetric,1.00E-07,8.48E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,4.73E-08,0.999150403,2.51E-06,-0.100084799,-0.09100347,9.28E-06,8.46E-08
2a-symmetric,1.00E-07,9.38E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,1.60E-07,0.999053219,9.45E-06,-0.100093892,-0.091013756,1.02E-05,9.31E-08
2a-symmetric,1.00E-07,0.000170122,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.99830156,1.09E-07,-0.100170123,-0.091098181,1.88E-05,1.71E-07
2a-symmetric,1.00E-07,0.16666751,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.000617917,0.374371732,0.001054308,-0.266675311,-0.263968191,0.006342792,0.000446493
2a-symmetric,1.00E-07,0.000118858,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,3.49E-08,0.998809925,2.87E-06,-0.100118884,-0.091041343,1.31E-05,1.19E-07
2a-symmetric,1.00E-07,1.05E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,5.47E-07,0.999889539,4.58E-06,-0.100010576,-0.090921065,1.02E-06,9.31E-09
2a-symmetric,1.00E-07,2.31E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999768937,0,-0.100023112,-0.090934871,2.47E-06,2.24E-08
2a-symmetric,1.00E-07,1.10E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,2.96E-08,0.999889234,2.62E-07,-0.100011051,-0.090921478,1.12E-06,1.02E-08
2a-symmetric,1.00E-07,0.000207108,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.997931523,1.68E-06,-0.100207123,-0.091139315,2.28E-05,2.09E-07
2a-symmetric,1.00E-07,0.08386025,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.000100811,0.54379039,8.48E-05,-0.183860949,-0.179490227,0.004716699,0.000155657
2a-symmetric,1.00E-07,8.52E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999148177,4.18E-07,-0.100085216,-0.091003878,9.35E-06,8.52E-08
2a-symmetric,1.00E-07,0.265617863,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.271468956,0.001095603,0.72452532,-0.367664053,-0.366884978,-0.002010581,-0.000271208
2a-symmetric,1.00E-07,0.0001885,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.99811506,3.48E-06,-0.100188532,-0.091118716,2.08E-05,1.90E-07
2a-symmetric,1.00E-07,6.29E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,2.41E-07,0.999362103,9.52E-06,-0.10006294,-0.090979373,6.78E-06,6.17E-08
2a-symmetric,1.00E-07,5.78E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,9.72E-08,0.999418416,3.56E-06,-0.100057858,-0.090973569,6.28E-06,5.72E-08
2a-symmetric,1.00E-07,8.83E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,2.87E-07,0.999101978,1.59E-05,-0.100088411,-0.091007838,9.54E-06,8.69E-08
2a-symmetric,1.00E-07,0.17395447,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.00350935,0.361467538,0.006234173,-0.273999899,-0.271417061,0.006267651,0.000466114
2a-symmetric,1.00E-07,1.02E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999898428,0,-0.100010158,-0.090920479,1.03E-06,9.35E-09
2a-symmetric,1.00E-07,1.33E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999867389,0,-0.100013263,-0.090923928,1.37E-06,1.25E-08
2a-symmetric,1.00E-07,1.36E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999864229,0,-0.100013579,-0.090924279,1.41E-06,1.28E-08
2a-symmetric,1.00E-07,0.414399531,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.193804251,0.000308904,0.804606746,-0.515738419,-0.515163258,-0.001580648,-0.000419962
2a-symmetric,1.00E-07,1.34E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,3.86E-07,0.999861128,4.07E-06,-0.10001348,-0.090924278,1.35E-06,1.23E-08
2a-symmetric,1.00E-07,0.000184342,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,4.77E-08,0.998142735,1.72E-05,-0.100184499,-0.091114602,2.02E-05,1.84E-07
2a-symmetric,1.00E-07,3.46E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,6.16E-07,0.99963919,1.47E-05,-0.100034693,-0.09094813,3.59E-06,3.27E-08
2a-symmetric,1.00E-07,0.000114659,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,9.75E-08,0.998847055,7.58E-06,-0.100114727,-0.091036851,1.25E-05,1.14E-07
2a-symmetric,1.00E-07,0.00012096,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,5.98E-08,0.998786761,5.05E-06,-0.100121006,-0.091043757,1.33E-05,1.21E-07
2a-symmetric,1.00E-07,0.055027946,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,5.62E-06,0.645039562,2.80E-06,-0.15502797,-0.14965141,0.003714039,8.62E-05
2a-symmetric,1.00E-07,0.063114982,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,8.43E-06,0.6130562,5.06E-06,-0.163115025,-0.158057763,0.00403325,0.000103984
2a-symmetric,1.00E-07,6.04E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,2.63E-07,0.999386181,9.99E-06,-0.100060485,-0.090976658,6.50E-06,5.92E-08
2a-symmetric,1.00E-07,7.34E-05,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,3.37E-07,0.999250858,1.54E-05,-0.10007354,-0.090991304,7.89E-06,7.19E-08
2a-symmetric,1.00E-07,0.027598311,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,3.93E-05,0.783677121,1.94E-06,-0.127598328,-0.120814904,0.002307199,3.56E-05
2a-symmetric,1.00E-07,0.204348344,0.1,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.326085877,0.000834081,0.671375609,-0.306668578,-0.305884822,-0.002214647,-0.000207746
2a-symmetric,1.00E-07,2.24E-05,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999932058,0,-0.330022422,-0.323255547,6.01E-07,6.41E-08
2a-symmetric,1.00E-07,1.84E-05,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999944314,0,-0.330018377,-0.323251376,4.74E-07,5.06E-08
2a-symmetric,1.00E-07,1.37E-05,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999958571,0,-0.330013672,-0.323246524,3.27E-07,3.49E-08
2a-symmetric,1.00E-07,0.051994429,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.000107691,0.863793124,9.11E-07,-0.381994435,-0.376621275,0.001394231,0.000200584
2a-symmetric,1.00E-07,1.21E-05,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.99996347,0,-0.330012055,-0.323244856,2.77E-07,2.95E-08
2a-symmetric,1.00E-07,1.10E-05,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.99996672,0,-0.330010983,-0.32324375,2.43E-07,2.59E-08
2a-symmetric,1.00E-07,0.346513411,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,8.93E-06,0.487786282,9.37E-06,-0.676513442,-0.674931806,0.005185522,0.002367711
2a-symmetric,1.00E-07,1.23E-05,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999962769,0,-0.330012287,-0.323245095,2.84E-07,3.03E-08
2a-symmetric,1.00E-07,1.36E-05,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999958736,0,-0.330013618,-0.323246467,3.26E-07,3.47E-08
2a-symmetric,1.00E-07,0.000218592,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,1.67E-08,0.999336073,1.95E-06,-0.330218605,-0.323457896,6.71E-06,7.16E-07
2a-symmetric,1.00E-07,0.135467954,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.000108673,0.708858016,4.07E-05,-0.465468174,-0.461664873,0.002962776,0.000636672
2a-symmetric,1.00E-07,9.64E-05,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,1.00E-06,0.999682519,2.44E-05,-0.33009659,-0.323332528,2.67E-06,2.85E-07
2a-symmetric,1.00E-07,0.487134802,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.000144583,0.40370545,0.000213681,-0.817135197,-0.816395117,0.006020131,0.00401606
2a-symmetric,1.00E-07,0.000260338,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.99920688,4.83E-06,-0.33026037,-0.323501023,7.98E-06,8.53E-07
2a-symmetric,1.00E-07,8.96E-05,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,3.66E-07,0.999720074,8.20E-06,-0.330089629,-0.323325021,2.62E-06,2.79E-07
2a-symmetric,1.00E-07,0.066336244,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,4.28E-05,0.832587419,3.97E-06,-0.396336268,-0.391281194,0.001712251,0.000265534
2a-symmetric,1.00E-07,6.87E-05,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,3.62E-08,0.999791071,6.13E-07,-0.330068751,-0.323303336,2.04E-06,2.18E-07
2a-symmetric,1.00E-07,0.000237396,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,7.27E-08,0.999267521,1.36E-05,-0.330237488,-0.323477604,7.18E-06,7.67E-07
2a-symmetric,1.00E-07,1.06E-05,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999967758,0,-0.33001064,-0.323243397,2.32E-07,2.48E-08
2a-symmetric,1.00E-07,0.066936585,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.000250589,0.831138757,2.40E-05,-0.396936731,-0.39189454,0.001724378,0.00026824
2a-symmetric,1.00E-07,2.86E-05,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999913456,0,-0.330028562,-0.323261879,7.92E-07,8.45E-08
2a-symmetric,1.00E-07,0.128172633,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.000476433,0.719789583,0.00016633,-0.458173543,-0.454257301,0.002845515,0.000592233
2a-symmetric,1.00E-07,0.000267775,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,1.65E-08,0.999163798,2.54E-05,-0.330267947,-0.323509254,8.00E-06,8.55E-07
2a-symmetric,1.00E-07,8.49E-05,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,1.50E-06,0.999709641,3.18E-05,-0.330085081,-0.32332081,2.23E-06,2.38E-07
2a-symmetric,1.00E-07,2.95E-05,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999910688,0,-0.330029476,-0.323262821,8.21E-07,8.76E-08
2a-symmetric,1.00E-07,2.02E-05,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.99993892,0,-0.330020158,-0.323253212,5.30E-07,5.65E-08
2a-symmetric,1.00E-07,1.70E-05,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999948574,0,-0.330016972,-0.323249926,4.30E-07,4.59E-08
2a-symmetric,1.00E-07,1.86E-05,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999943768,0,-0.330018558,-0.323251562,4.80E-07,5.12E-08
2a-symmetric,1.00E-07,0.194848966,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.000267424,0.628487618,0.000153557,-0.524849702,-0.521854543,0.00376708,0.001031785
2a-symmetric,1.00E-07,8.95E-05,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999728749,0,-0.330089537,-0.323324759,2.70E-06,2.88E-07
2a-symmetric,1.00E-07,0.153465686,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.000733062,0.681852581,0.000320496,-0.483467357,-0.479931964,0.003221117,0.0007474
2a-symmetric,1.00E-07,0.064527927,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,6.38E-05,0.836384905,5.30E-06,-0.394527959,-0.389434104,0.001673417,0.000257108
2a-symmetric,1.00E-07,0.000869156,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.997372972,1.52E-07,-0.330869157,-0.32412867,2.70E-05,2.89E-06
2a-symmetric,1.00E-07,1.88E-05,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0,0.999943112,0,-0.330018774,-0.323251785,4.87E-07,5.19E-08
2a-symmetric,1.00E-07,0.213518245,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.000388894,0.606769436,0.000246686,-0.543519382,-0.54074169,0.00398138,0.001170142
2a-symmetric,1.00E-07,0.297325783,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.001149854,0.524894699,0.001032029,-0.627329664,-0.625368649,0.004771381,0.001871871
2a-symmetric,1.00E-07,0.108099943,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.000209611,0.753051476,5.76E-05,-0.43810027,-0.433849954,0.002515163,0.000478057
2a-symmetric,1.00E-07,0.000224288,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,1.11E-07,0.999305871,1.48E-05,-0.330224389,-0.323464122,6.75E-06,7.21E-07
2a-symmetric,1.00E-07,0.326480182,0.33,0.99,0.99,1,0.99,0.99,1,0.99,1,0.99,1,2,0.00067415,0.502007272,0.000665774,-0.656482491,-0.654753935,0.005016286,0.002156173
